func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;ATE 4;Comércio;44;1150,1;NAO
MASCULINO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1798,28;SIM
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1563,38;SIM
FEMININO;24;AMARELA-BRANCA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1107,2;NAO
MASCULINO;24;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;6836,5;SIM
FEMININO;18;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1065,52;NAO
MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1069,43;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Indústria;44;1886,8;SIM
MASCULINO;21;SEM INFO;MEDIO COMPLETO;PI;NAO;ATE 4;Construçao civil;44;1123,74;NAO
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;ATE 4;Serviços;44;1066,99;NAO
MASCULINO;44;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;5139,79;SIM
MASCULINO;37;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;44;2500,0;NAO
MASCULINO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1111,34;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;1000 OU MAIS;Comércio;40;2844,49;SIM
MASCULINO;28;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Construçao civil;44;1734,21;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 500 A 999;Serviços;20;499,0;NAO
FEMININO;47;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;ATE 4;Indústria;44;1030,12;NAO
FEMININO;54;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;2958,78;SIM
FEMININO;21;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Comércio;44;1518,77;NAO
FEMININO;55;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Indústria;35;4631,03;SIM
FEMININO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;3000,0;NAO
MASCULINO;36;PRETA-PARDA;SUPERIOR_COMPLETO;PB;NAO;DE 100 A 249;Serviços;44;4208,78;SIM
FEMININO;43;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1016,0;NAO
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1118,45;NAO
FEMININO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 250 A 499;Serviços;43;2499,94;SIM
FEMININO;25;AMARELA-BRANCA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Comércio;44;1088,93;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Agricultura;44;1012,32;NAO
MASCULINO;29;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Agricultura;44;1135,1;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 100 A 249;Comércio;44;1116,77;NAO
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;5137,15;NAO
MASCULINO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Serviços;40;6049,72;SIM
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1272,0;NAO
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1322,86;NAO
MASCULINO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;6363,59;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;1000 OU MAIS;Serviços;36;1478,24;SIM
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;24;566,11;NAO
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;43;7264,42;SIM
MASCULINO;35;AMARELA-BRANCA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Comércio;44;1418,06;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1846,5;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1011,3;NAO
FEMININO;48;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;2201,96;SIM
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;989,11;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1000,01;NAO
MASCULINO;37;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 10 A 19;Serviços;44;2679,34;NAO
FEMININO;46;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1119,27;NAO
MASCULINO;26;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;SIM;DE 250 A 499;Serviços;44;2106,49;SIM
MASCULINO;25;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;36;2197,47;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;1031,63;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;871,75;NAO
MASCULINO;37;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1330,55;NAO
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;ATE 4;Comércio;44;1092,95;NAO
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;40;4443,41;SIM
MASCULINO;25;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1025,14;NAO
FEMININO;24;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1350,0;NAO
FEMININO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;DE 20 A 49;Serviços;44;1597,86;SIM
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1825,22;SIM
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 10 A 19;Serviços;44;1800,0;NAO
MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Agricultura;44;849,5;NAO
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1331,0;NAO
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 250 A 499;Serviços;30;3221,19;SIM
FEMININO;30;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1011,39;NAO
MASCULINO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1332,51;NAO
MASCULINO;20;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1007,58;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Agricultura;29;698,18;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1086,84;NAO
MASCULINO;51;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;570,27;NAO
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;2006,99;SIM
MASCULINO;28;SEM INFO;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1227,26;NAO
FEMININO;38;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Comércio;0;10250,49;SIM
FEMININO;53;SEM INFO;SUPERIOR_COMPLETO;RN;NAO;ATE 4;Comércio;44;5112,61;SIM
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Construçao civil;44;1583,9;SIM
MASCULINO;34;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Comércio;44;4439,44;NAO
FEMININO;46;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;998,0;NAO
MASCULINO;42;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Comércio;44;1145,95;NAO
FEMININO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;2124,97;SIM
FEMININO;27;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Comércio;44;1015,2;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Serviços;44;1664,64;SIM
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Indústria;44;1652,09;SIM
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;35;755,83;NAO
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1298,73;NAO
FEMININO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;1000 OU MAIS;Serviços;40;2644,77;NAO
FEMININO;26;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;998,0;NAO
MASCULINO;35;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Comércio;44;2124,91;SIM
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;ATE 4;Comércio;44;1110,0;NAO
MASCULINO;44;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;1100,98;NAO
MASCULINO;43;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Indústria;44;1799,6;NAO
FEMININO;31;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;ATE 4;Serviços;44;2177,54;SIM
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;5577,33;SIM
FEMININO;24;SEM INFO;MEDIO COMPLETO;MA;SIM;DE 250 A 499;Comércio;44;1007,93;NAO
MASCULINO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Comércio;20;2809,07;SIM
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1009,52;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1349,28;NAO
MASCULINO;46;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;ATE 4;Comércio;44;1200,56;NAO
MASCULINO;32;PRETA-PARDA;SUPERIOR_COMPLETO;PI;NAO;DE 5 A 9;Comércio;44;1504,42;SIM
MASCULINO;45;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;DE 10 A 19;Serviços;44;1156,54;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1111,0;NAO
FEMININO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 50 A 99;Construçao civil;20;477,0;NAO
FEMININO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;860,34;NAO
MASCULINO;43;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;2377,68;SIM
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;40;1857,0;NAO
MASCULINO;27;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;40;3433,33;NAO
FEMININO;54;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;28;3400,42;SIM
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Indústria;44;1244,03;NAO
FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1156,09;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1082,42;NAO
MASCULINO;40;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1705,38;SIM
MASCULINO;59;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;2308,46;SIM
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1448,86;SIM
FEMININO;34;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Comércio;18;1867,56;NAO
MASCULINO;23;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1678,55;NAO
MASCULINO;51;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2089,39;NAO
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;38;1585,76;SIM
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1208,56;NAO
FEMININO;21;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1050,0;NAO
MASCULINO;41;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1119,72;NAO
MASCULINO;18;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Serviços;22;532,52;NAO
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 20 A 49;Serviços;44;1982,4;SIM
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Construçao civil;44;1823,57;NAO
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;975,54;NAO
MASCULINO;38;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 100 A 249;Construçao civil;44;2055,38;NAO
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Serviços;44;1510,34;SIM
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;1649,22;SIM
MASCULINO;50;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 5 A 9;Construçao civil;44;1920,21;SIM
MASCULINO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;ATE 4;Serviços;44;1577,91;SIM
FEMININO;38;AMARELA-BRANCA;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Serviços;44;1562,05;SIM
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;36;2210,01;SIM
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Serviços;28;2333,68;SIM
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Comércio;44;1370,29;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;1443,99;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1584,31;SIM
MASCULINO;32;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1645,77;SIM
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1191,99;NAO
FEMININO;48;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;1011,0;NAO
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;987,48;NAO
MASCULINO;55;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Indústria;33;31133,61;SIM
FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;870,74;NAO
MASCULINO;24;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;1200,0;NAO
MASCULINO;45;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;1000 OU MAIS;Construçao civil;44;2329,63;NAO
MASCULINO;25;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 50 A 99;Comércio;44;3315,69;SIM
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Comércio;44;1598,74;SIM
MASCULINO;42;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PB;NAO;DE 50 A 99;Agricultura;44;743,79;NAO
FEMININO;21;SEM INFO;MEDIO COMPLETO;PI;NAO;ATE 4;Serviços;44;997,99;NAO
MASCULINO;29;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1324,56;NAO
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Indústria;44;1336,33;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1130,11;NAO
MASCULINO;21;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;3;336,89;NAO
FEMININO;24;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1106,31;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;2229,23;NAO
MASCULINO;32;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Serviços;1;2590,09;SIM
MASCULINO;38;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 20 A 49;Serviços;44;1200,0;NAO
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;4;2184,77;SIM
FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;899,17;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1385,44;SIM
FEMININO;31;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1032,42;NAO
FEMININO;33;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Serviços;36;2115,17;SIM
FEMININO;57;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;2340,65;SIM
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;ATE 4;Serviços;44;993,0;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Comércio;44;1461,37;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1053,74;NAO
MASCULINO;50;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;15000,0;NAO
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_COMPLETO;AL;NAO;DE 50 A 99;Serviços;24;1014,58;NAO
MASCULINO;36;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 250 A 499;Indústria;44;863,56;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1063,72;NAO
MASCULINO;69;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;30;20666,47;SIM
MASCULINO;31;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Indústria;44;1821,03;NAO
MASCULINO;24;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1100,0;NAO
FEMININO;40;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Comércio;44;2900,17;SIM
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Construçao civil;44;1640,71;NAO
MASCULINO;22;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;949,94;NAO
MASCULINO;35;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;SE;NAO;ATE 4;Serviços;6;643,02;NAO
FEMININO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 50 A 99;Serviços;44;1230,18;NAO
FEMININO;21;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1022,0;NAO
MASCULINO;43;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1113,32;NAO
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1851,66;SIM
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Comércio;44;2382,21;SIM
MASCULINO;30;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1126,36;NAO
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;40;3252,06;SIM
FEMININO;31;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Indústria;44;1013,31;NAO
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;3225,05;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Serviços;36;998,8;NAO
MASCULINO;23;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Serviços;44;1301,47;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;3651,25;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1143,92;NAO
FEMININO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1040,76;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1565,25;NAO
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1028,0;NAO
MASCULINO;36;SEM INFO;ANALFABETO-FUND_INCOMPLETO;CE;NAO;ATE 4;Comércio;44;1457,69;NAO
MASCULINO;47;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;3338,23;NAO
MASCULINO;43;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;4000,0;NAO
FEMININO;45;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Serviços;44;1483,04;NAO
MASCULINO;22;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PB;NAO;DE 10 A 19;Serviços;8;1300,54;SIM
FEMININO;61;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 100 A 249;Serviços;44;1565,88;SIM
MASCULINO;25;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Construçao civil;44;1882,21;SIM
MASCULINO;48;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;0;8617,25;SIM
MASCULINO;63;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Serviços;44;15825,03;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;36;2231,22;NAO
FEMININO;20;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 100 A 249;Serviços;44;1582,95;SIM
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Indústria;43;1706,91;NAO
FEMININO;29;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1736,56;SIM
MASCULINO;35;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2357,46;NAO
FEMININO;30;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1500,0;NAO
FEMININO;24;SEM INFO;SUPERIOR_COMPLETO;PB;NAO;DE 5 A 9;Comércio;30;1681,3;NAO
MASCULINO;35;PRETA-PARDA;SUPERIOR_COMPLETO;PE;SIM;DE 100 A 249;Serviços;9;6687,53;NAO
FEMININO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1000,0;NAO
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1125,02;NAO
MASCULINO;49;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1523,66;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 500 A 999;Indústria;44;2658,65;SIM
FEMININO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 20 A 49;Serviços;8;1034,42;NAO
MASCULINO;28;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1225,77;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1159,63;NAO
MASCULINO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;3680,2;SIM
FEMININO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1946,97;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Comércio;44;1116,35;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1349,4;NAO
