;func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano;Label;Score
1487;MASCULINO;20;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 500 A 999;Serviços;36;747,61;NAO;NAO;0,9056
1488;FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1777,99;SIM;SIM;0,7649
1489;FEMININO;42;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 5 A 9;Indústria;44;1297,6;NAO;NAO;0,8842
1490;MASCULINO;47;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;2090,68;NAO;SIM;0,6951
1491;FEMININO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;PI;NAO;DE 100 A 249;Serviços;20;2994,55;SIM;SIM;0,701
1492;MASCULINO;34;SEM INFO;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1327,31;NAO;NAO;0,8646
1493;MASCULINO;29;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1299,99;NAO;NAO;0,8866
1494;FEMININO;60;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 250 A 499;Serviços;44;1525,71;SIM;SIM;0,7697
1495;MASCULINO;22;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Agricultura;44;1200,0;NAO;NAO;0,8984
1496;FEMININO;21;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;ATE 4;Comércio;44;1082,26;NAO;NAO;0,8934
1497;FEMININO;37;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 10 A 19;Serviços;44;2514,9;NAO;SIM;0,713
1498;FEMININO;25;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 5 A 9;Comércio;44;2229,75;SIM;SIM;0,6648
1499;FEMININO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 50 A 99;Serviços;44;3102,01;SIM;SIM;0,617
1500;FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 250 A 499;Serviços;44;817,32;NAO;NAO;0,8898
1501;MASCULINO;32;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Indústria;0;2722,06;NAO;SIM;0,6186
1502;FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1157,36;NAO;NAO;0,894
1503;MASCULINO;39;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 20 A 49;Serviços;44;1072,58;NAO;NAO;0,8963
1504;MASCULINO;27;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;ATE 4;Comércio;44;1189,94;NAO;NAO;0,8969
1505;MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1132,21;NAO;NAO;0,8965
1506;MASCULINO;32;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Indústria;44;1213,38;NAO;NAO;0,8988
1507;MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1021,5;NAO;NAO;0,897
1508;FEMININO;56;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;2656,76;SIM;SIM;0,5568
1509;FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1594,55;SIM;SIM;0,6965
1510;MASCULINO;33;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Serviços;36;1714,82;SIM;SIM;0,7174
1511;MASCULINO;20;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1371,58;SIM;NAO;0,5408
1512;MASCULINO;36;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 100 A 249;Indústria;36;6819,11;SIM;SIM;0,6712
1513;MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Indústria;44;2007,67;SIM;SIM;0,6091
1514;MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Indústria;44;2638,84;NAO;SIM;0,6453
1515;FEMININO;21;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;40;1498,77;SIM;SIM;0,6041
1516;FEMININO;25;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;1661,66;SIM;SIM;0,7149
1517;MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;36;2091,35;NAO;SIM;0,6827
1518;FEMININO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;2249,82;NAO;SIM;0,5661
1519;FEMININO;35;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;3112,31;SIM;SIM;0,6528
1520;MASCULINO;46;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;2004,24;NAO;SIM;0,5773
1521;FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1082,26;NAO;NAO;0,8926
1522;MASCULINO;43;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;2640,64;SIM;SIM;0,6023
1523;MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Comércio;44;1036,0;NAO;NAO;0,9
1524;FEMININO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;2153,33;NAO;SIM;0,5359
1525;MASCULINO;21;SEM INFO;ANALFABETO-FUND_INCOMPLETO;AL;NAO;DE 10 A 19;Agricultura;44;1039,13;NAO;NAO;0,8983
1526;FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;3421,55;SIM;SIM;0,7004
1527;MASCULINO;42;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1255,32;NAO;NAO;0,8806
1528;FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1235,25;NAO;NAO;0,8805
1529;MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;CE;SIM;DE 500 A 999;Serviços;44;1158,53;NAO;NAO;0,8956
1530;MASCULINO;28;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 50 A 99;Serviços;44;971,38;NAO;NAO;0,8986
1531;FEMININO;29;PRETA-PARDA;SUPERIOR_INCOMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;1023,68;NAO;NAO;0,8879
1532;FEMININO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Comércio;44;2403,28;SIM;SIM;0,7076
1533;MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1169,05;NAO;NAO;0,8966
1534;FEMININO;41;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;DE 100 A 249;Serviços;44;2795,62;NAO;SIM;0,597
1535;MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1993,49;SIM;SIM;0,6538
1536;FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1508,76;NAO;SIM;0,6735
1537;MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Construçao civil;44;1754,8;NAO;NAO;0,6838
1538;MASCULINO;36;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1432,53;NAO;NAO;0,5975
1539;FEMININO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;ATE 4;Comércio;44;4949,95;SIM;SIM;0,6274
1540;MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;1738,47;NAO;SIM;0,6361
1541;FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;3502,84;NAO;SIM;0,6689
1542;MASCULINO;20;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;36;1346,05;SIM;NAO;0,7069
1543;MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;36;1517,38;NAO;SIM;0,6955
1544;MASCULINO;41;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Serviços;44;1011,0;NAO;NAO;0,8991
1545;MASCULINO;33;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1051,64;NAO;NAO;0,8984
1546;MASCULINO;36;SEM INFO;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1067,67;NAO;NAO;0,8987
1547;MASCULINO;32;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;1633,0;NAO;SIM;0,5475
1548;FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1094,08;NAO;NAO;0,898
1549;MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1129,15;NAO;NAO;0,8968
1550;FEMININO;51;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1018,0;NAO;NAO;0,8961
1551;FEMININO;33;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;40;2150,32;SIM;SIM;0,7182
1552;FEMININO;30;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1076,0;NAO;NAO;0,8935
1553;MASCULINO;36;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1140,65;NAO;NAO;0,8968
1554;FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Indústria;44;1079,73;NAO;NAO;0,8882
1555;MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1223,51;SIM;NAO;0,8895
1556;MASCULINO;39;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Construçao civil;44;1317,36;NAO;NAO;0,8778
1557;FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1641,18;NAO;SIM;0,5598
1558;FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;36;2293,76;SIM;SIM;0,7334
1559;FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Comércio;44;2714,85;SIM;SIM;0,7144
1560;MASCULINO;19;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 250 A 499;Indústria;25;571,86;NAO;NAO;0,895
1561;MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1527,66;SIM;SIM;0,7507
1562;FEMININO;26;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;24;759,22;NAO;NAO;0,867
1563;FEMININO;23;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Serviços;36;1175,82;NAO;NAO;0,8493
1564;FEMININO;34;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;30;1298,19;SIM;NAO;0,7332
1565;FEMININO;23;SEM INFO;MEDIO COMPLETO;AL;NAO;ATE 4;Serviços;44;1356,69;NAO;NAO;0,8406
1566;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;1000 OU MAIS;Serviços;30;1461,06;NAO;SIM;0,6643
1567;MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;1173,69;NAO;NAO;0,9001
1568;MASCULINO;42;AMARELA-BRANCA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Comércio;36;1025,0;NAO;NAO;0,8831
1569;MASCULINO;50;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 500 A 999;Serviços;44;1022,09;NAO;NAO;0,8975
1570;MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Indústria;44;1135,0;NAO;NAO;0,8973
1571;FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;30;400,93;NAO;NAO;0,9046
1572;MASCULINO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 20 A 49;Construçao civil;44;1320,0;NAO;NAO;0,8755
1573;MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;PE;SIM;1000 OU MAIS;Serviços;44;1803,69;SIM;SIM;0,7187
1574;FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Serviços;24;1097,64;SIM;NAO;0,6978
1575;MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Administraçao pública;40;1985,23;SIM;SIM;0,6864
1576;FEMININO;53;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1210,75;NAO;NAO;0,897
1577;FEMININO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;ATE 4;Comércio;44;1540,46;SIM;SIM;0,7133
1578;FEMININO;30;SEM INFO;SUPERIOR_INCOMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1788,25;NAO;SIM;0,6295
1579;FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Indústria;44;2000,0;NAO;SIM;0,5799
1580;MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Indústria;43;1352,47;NAO;NAO;0,7805
1581;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1032,93;NAO;NAO;0,8975
1582;MASCULINO;31;PRETA-PARDA;SUPERIOR_COMPLETO;PB;NAO;DE 20 A 49;Comércio;44;1155,0;NAO;NAO;0,8944
1583;FEMININO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;2499,99;NAO;SIM;0,567
1584;MASCULINO;39;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 500 A 999;Serviços;44;2870,25;SIM;SIM;0,6885
1585;MASCULINO;26;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Construçao civil;44;1043,75;NAO;NAO;0,9039
1586;FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;1009,38;NAO;NAO;0,8895
1587;FEMININO;20;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Comércio;44;1097,66;NAO;NAO;0,8932
1588;MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;998,0;NAO;NAO;0,9008
1589;FEMININO;54;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;DE 20 A 49;Serviços;44;1358,5;NAO;NAO;0,8409
1590;MASCULINO;34;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1593,08;SIM;SIM;0,6362
1591;MASCULINO;40;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;DE 20 A 49;Serviços;44;1106,02;NAO;NAO;0,8986
1592;FEMININO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1022,04;NAO;NAO;0,886
1593;MASCULINO;43;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;2228,09;SIM;SIM;0,6271
1594;FEMININO;43;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 500 A 999;Indústria;44;2466,07;NAO;SIM;0,6353
1595;MASCULINO;36;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1254,55;NAO;NAO;0,8932
1596;MASCULINO;20;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 250 A 499;Indústria;44;910,74;NAO;NAO;0,896
1597;MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Agricultura;44;1030,77;NAO;NAO;0,8961
1598;FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;2414,47;SIM;SIM;0,7716
1599;MASCULINO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;1000,05;NAO;NAO;0,8992
1600;MASCULINO;40;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Indústria;40;18127,44;SIM;SIM;0,6022
1601;FEMININO;19;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 100 A 249;Comércio;44;1567,8;NAO;SIM;0,7176
1602;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;1000 OU MAIS;Serviços;36;1436,75;SIM;SIM;0,7004
1603;MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;4327,93;SIM;SIM;0,6253
1604;FEMININO;44;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Serviços;16;403,63;NAO;NAO;0,8861
1605;FEMININO;43;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1022,99;NAO;NAO;0,8977
1606;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;1687,18;SIM;SIM;0,6812
1607;FEMININO;35;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Agricultura;44;1011,0;NAO;NAO;0,895
1608;MASCULINO;47;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Agricultura;44;1616,09;SIM;SIM;0,6108
1609;FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Serviços;36;889,03;NAO;NAO;0,8778
1610;FEMININO;30;PRETA-PARDA;SUPERIOR_INCOMPLETO;RN;NAO;ATE 4;Comércio;44;998,02;NAO;NAO;0,8953
1611;MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1000,0;NAO;NAO;0,8989
1612;FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;36;1407,57;SIM;NAO;0,6094
1613;FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;ATE 4;Serviços;20;517,78;NAO;NAO;0,8781
1614;MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;0;1496,53;SIM;SIM;0,5711
1615;MASCULINO;20;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Construçao civil;44;1059,64;NAO;NAO;0,9041
1616;MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;891,27;NAO;NAO;0,877
1617;FEMININO;50;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;2818,51;NAO;SIM;0,5473
1618;MASCULINO;22;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Serviços;44;1500,0;NAO;SIM;0,5339
1619;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1333,75;NAO;NAO;0,8466
1620;MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;3148,87;SIM;SIM;0,5954
1621;MASCULINO;25;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;ATE 4;Construçao civil;44;1347,14;NAO;NAO;0,8684
1622;FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;PE;SIM;1000 OU MAIS;Serviços;44;1322,98;NAO;NAO;0,7793
1623;MASCULINO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;AL;NAO;DE 250 A 499;Comércio;44;1620,88;SIM;SIM;0,6514
1624;MASCULINO;37;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 5 A 9;Serviços;30;1172,0;NAO;NAO;0,8389
1625;MASCULINO;47;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1899,6;NAO;SIM;0,6365
1626;FEMININO;27;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Construçao civil;44;1025,32;NAO;NAO;0,9
1627;MASCULINO;42;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;DE 50 A 99;Serviços;12;1098,35;SIM;NAO;0,7019
1628;MASCULINO;44;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Comércio;44;1834,0;NAO;SIM;0,634
1629;MASCULINO;45;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;DE 50 A 99;Serviços;36;1224,9;NAO;NAO;0,8265
1630;MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;888,82;NAO;NAO;0,877
1631;MASCULINO;34;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;10;877,8;NAO;NAO;0,7795
1632;FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;4091,25;SIM;SIM;0,5984
1633;FEMININO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1075,16;NAO;NAO;0,8944
1634;MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1684,25;SIM;SIM;0,7374
1635;MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;40;1706,86;SIM;SIM;0,6178
1636;MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;3977,18;SIM;SIM;0,5855
1637;MASCULINO;39;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1188,23;NAO;NAO;0,8995
1638;FEMININO;44;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Construçao civil;44;1480,64;NAO;NAO;0,667
1639;FEMININO;26;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;CE;NAO;DE 20 A 49;Construçao civil;44;2468,94;SIM;SIM;0,5012
1640;MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;999,78;NAO;NAO;0,8767
1641;MASCULINO;56;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Serviços;44;1886,0;NAO;SIM;0,6652
1642;FEMININO;31;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;ATE 4;Comércio;44;1030,01;NAO;NAO;0,895
1643;FEMININO;29;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1922,35;NAO;SIM;0,5854
1644;MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Indústria;44;1030,19;NAO;NAO;0,8985
1645;FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Comércio;44;1351,95;NAO;NAO;0,8502
1646;MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Indústria;44;1080,1;NAO;NAO;0,8961
1647;FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1127,49;NAO;NAO;0,8946
1648;MASCULINO;28;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1542,7;SIM;SIM;0,6789
1649;FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;4;651,44;NAO;NAO;0,8774
1650;FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Indústria;18;703,7;NAO;NAO;0,8601
1651;FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1045,2;NAO;NAO;0,8965
1652;MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;728,63;NAO;NAO;0,9171
1653;FEMININO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1684,11;SIM;SIM;0,7166
1654;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;1300,0;NAO;NAO;0,8885
1655;MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Construçao civil;44;1819,94;NAO;NAO;0,7149
1656;MASCULINO;35;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;SE;SIM;DE 500 A 999;Serviços;42;1412,98;SIM;NAO;0,748
1657;FEMININO;26;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Indústria;44;1520,65;SIM;SIM;0,7533
1658;FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Indústria;44;1086,49;NAO;NAO;0,897
1659;MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Comércio;0;3765,25;NAO;SIM;0,7027
1660;MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;3475,05;SIM;NAO;0,6228
1661;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;1704,86;SIM;SIM;0,6771
1662;FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1029,55;NAO;NAO;0,8951
1663;FEMININO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;RN;NAO;DE 10 A 19;Serviços;44;2161,65;SIM;SIM;0,6747
1664;FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Comércio;44;1626,35;NAO;SIM;0,72
1665;MASCULINO;31;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1810,4;NAO;SIM;0,6625
1666;FEMININO;24;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Indústria;44;1028,01;NAO;NAO;0,8949
