func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;ATE 4;Serviços;44;2234,68;NAO
MASCULINO;58;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1440,15;NAO
FEMININO;43;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 100 A 249;Serviços;40;3200,65;SIM
FEMININO;27;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1262,85;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 500 A 999;Serviços;44;3375,15;SIM
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1669,2;SIM
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;36;2051,78;SIM
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1325,32;NAO
MASCULINO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;SIM;DE 20 A 49;Serviços;42;1181,91;NAO
MASCULINO;31;SEM INFO;MEDIO COMPLETO;BA;SIM;DE 100 A 249;Comércio;44;998,02;NAO
MASCULINO;34;SEM INFO;MEDIO COMPLETO;PB;NAO;ATE 4;Serviços;44;1033,6;NAO
FEMININO;39;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;2041,01;SIM
FEMININO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Serviços;20;1661,71;SIM
MASCULINO;25;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 10 A 19;Comércio;44;1820,45;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Comércio;25;522,0;NAO
FEMININO;28;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 100 A 249;Serviços;36;1118,7;NAO
FEMININO;41;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 10 A 19;Comércio;44;1272,16;NAO
FEMININO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;SE;NAO;DE 10 A 19;Serviços;24;2888,29;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1989,88;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1705,84;SIM
MASCULINO;28;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;1495,0;NAO
MASCULINO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1121,61;NAO
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;2466,18;SIM
MASCULINO;27;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 250 A 499;Serviços;40;2828,1;SIM
FEMININO;25;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Comércio;36;1029,99;NAO
MASCULINO;22;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;RN;NAO;ATE 4;Serviços;44;998,0;NAO
MASCULINO;39;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1532,81;SIM
FEMININO;29;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1050,0;NAO
MASCULINO;23;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1304,65;NAO
MASCULINO;44;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 10 A 19;Comércio;44;1550,66;SIM
FEMININO;40;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;1444,38;SIM
MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;3739,61;NAO
MASCULINO;21;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;1000 OU MAIS;Agricultura;44;896,91;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1561,47;SIM
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1358,3;NAO
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1395,38;NAO
MASCULINO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Serviços;44;5384,26;SIM
FEMININO;47;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1812,08;SIM
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;734,0;NAO
FEMININO;37;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 50 A 99;Agricultura;44;1155,66;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Agricultura;44;2219,28;NAO
MASCULINO;36;PRETA-PARDA;SUPERIOR_INCOMPLETO;MA;NAO;DE 5 A 9;Comércio;44;1207,0;NAO
MASCULINO;58;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;2560,32;SIM
MASCULINO;31;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;1925,07;SIM
FEMININO;29;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;DE 20 A 49;Serviços;12;1804,91;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Construçao civil;44;2220,25;SIM
FEMININO;31;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 500 A 999;Serviços;36;2384,75;SIM
FEMININO;26;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;20;499,0;NAO
FEMININO;26;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 10 A 19;Serviços;44;2100,66;SIM
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;RN;SIM;DE 250 A 499;Serviços;44;1037,71;NAO
MASCULINO;27;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Construçao civil;44;3301,41;NAO
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1678,16;SIM
MASCULINO;40;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;40;5905,48;SIM
FEMININO;30;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1050,93;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;36;1621,55;SIM
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1054,57;NAO
MASCULINO;26;SEM INFO;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Comércio;44;1567,57;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Serviços;44;1585,46;SIM
FEMININO;28;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1340,61;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Comércio;0;1030,0;NAO
MASCULINO;53;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 10 A 19;Construçao civil;44;1684,21;NAO
MASCULINO;23;SEM INFO;SUPERIOR_COMPLETO;SE;NAO;DE 10 A 19;Serviços;44;1101,15;NAO
MASCULINO;23;SEM INFO;SUPERIOR_INCOMPLETO;CE;NAO;DE 50 A 99;Serviços;44;2701,8;SIM
MASCULINO;49;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Serviços;44;945,23;NAO
MASCULINO;34;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 500 A 999;Serviços;44;34013,61;SIM
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1124,41;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;1567,97;SIM
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1149,17;NAO
MASCULINO;47;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;2527,48;SIM
MASCULINO;35;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Serviços;12;3034,92;SIM
MASCULINO;47;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;3192,55;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Indústria;44;1138,65;NAO
MASCULINO;44;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1145,18;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;3450,8;SIM
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1901,01;SIM
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 500 A 999;Indústria;44;1157,4;NAO
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1023,0;NAO
FEMININO;40;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;40;1808,94;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Indústria;44;1200,0;NAO
FEMININO;18;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 10 A 19;Indústria;30;708,69;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;907,37;NAO
MASCULINO;27;SEM INFO;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;1560,17;SIM
FEMININO;40;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Serviços;36;1057,98;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1798,33;NAO
MASCULINO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 20 A 49;Comércio;44;1071,09;NAO
MASCULINO;47;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Comércio;44;5839,51;SIM
MASCULINO;25;SEM INFO;MEDIO COMPLETO;PI;NAO;ATE 4;Indústria;44;1040,12;NAO
FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;997,99;NAO
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;44;999,22;NAO
FEMININO;27;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Serviços;44;449,09;NAO
MASCULINO;34;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1768,01;SIM
FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;20;1439,62;SIM
MASCULINO;27;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1361,01;NAO
MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Indústria;44;1007,95;NAO
FEMININO;44;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Construçao civil;44;1200,0;NAO
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1395,82;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Indústria;44;1492,55;SIM
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1438,24;SIM
FEMININO;34;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;25;723,18;NAO
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Comércio;44;1717,95;SIM
MASCULINO;37;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;1;1683,94;NAO
FEMININO;20;SEM INFO;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1022,5;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;40;1302,0;NAO
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1128,6;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1605,83;SIM
FEMININO;26;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 5 A 9;Agricultura;44;1177,6;SIM
MASCULINO;35;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1094,0;NAO
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1052,28;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1245,52;SIM
FEMININO;30;SEM INFO;MEDIO COMPLETO;PB;NAO;ATE 4;Serviços;4;1152,24;SIM
MASCULINO;48;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1184,5;NAO
FEMININO;29;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 500 A 999;Agricultura;44;1010,0;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1969,63;SIM
FEMININO;21;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;999,99;NAO
FEMININO;42;SEM INFO;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;44;1409,92;NAO
MASCULINO;34;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1291,83;NAO
MASCULINO;44;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;2164,38;SIM
MASCULINO;28;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Construçao civil;44;1897,11;NAO
MASCULINO;36;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;1025,33;NAO
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1199,67;NAO
MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Administraçao pública;30;3657,04;SIM
MASCULINO;56;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 50 A 99;Agricultura;44;819,44;SIM
FEMININO;26;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;30;1774,51;NAO
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;30;1354,72;NAO
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 100 A 249;Serviços;44;1400,0;NAO
FEMININO;29;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Serviços;1;1513,99;NAO
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;1022,12;NAO
MASCULINO;39;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Comércio;44;7015,22;SIM
MASCULINO;66;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Construçao civil;10;2612,98;SIM
MASCULINO;54;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Indústria;44;2017,05;SIM
MASCULINO;61;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;2414,69;SIM
MASCULINO;56;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Serviços;44;1197,6;NAO
FEMININO;24;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 10 A 19;Serviços;1;1062,32;SIM
MASCULINO;47;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;998,0;NAO
FEMININO;22;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1105,4;NAO
FEMININO;25;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;1000 OU MAIS;Serviços;40;983,32;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1399,99;NAO
FEMININO;21;SEM INFO;MEDIO COMPLETO;RN;NAO;ATE 4;Serviços;44;1519,54;SIM
MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;1403,84;NAO
FEMININO;24;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1176,31;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1261,61;NAO
FEMININO;69;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1787,18;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;38;1505,34;NAO
MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;35;966,22;SIM
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;855,14;NAO
FEMININO;34;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;2375,9;SIM
MASCULINO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;40;2593,49;NAO
MASCULINO;33;SEM INFO;SUPERIOR_COMPLETO;MA;NAO;DE 5 A 9;Indústria;40;17181,43;SIM
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Comércio;44;1015,0;NAO
MASCULINO;52;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 100 A 249;Indústria;44;2500,05;NAO
MASCULINO;25;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1053,63;NAO
MASCULINO;39;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1146,53;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;2262,27;SIM
MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1182,14;NAO
FEMININO;34;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1180,3;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Indústria;44;978,43;SIM
MASCULINO;47;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1515,0;NAO
MASCULINO;36;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PB;NAO;DE 10 A 19;Agricultura;44;953,47;NAO
MASCULINO;25;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;1325,25;NAO
FEMININO;35;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1608,28;SIM
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1308,63;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Indústria;44;1011,85;NAO
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1145,31;NAO
MASCULINO;40;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;1000 OU MAIS;Construçao civil;44;2152,5;NAO
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;2626,76;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1775,3;SIM
MASCULINO;35;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;40;3841,77;SIM
FEMININO;43;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1864,74;SIM
MASCULINO;34;SEM INFO;MEDIO COMPLETO;SE;NAO;ATE 4;Serviços;36;1737,7;SIM
MASCULINO;29;SEM INFO;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Serviços;44;1941,84;NAO
FEMININO;34;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Comércio;36;3575,3;SIM
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;22;299,4;NAO
MASCULINO;34;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Indústria;44;1555,84;NAO
MASCULINO;23;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;1000 OU MAIS;Serviços;40;998,0;NAO
FEMININO;37;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 500 A 999;Serviços;30;5275,07;SIM
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;1114,74;NAO
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;36;1234,21;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Construçao civil;44;1894,36;SIM
FEMININO;24;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;2033,89;NAO
MASCULINO;35;SEM INFO;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 50 A 99;Agricultura;44;1500,0;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;882,34;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1032,92;NAO
MASCULINO;65;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;SE;NAO;DE 20 A 49;Serviços;44;1950,44;SIM
MASCULINO;28;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;SIM;DE 250 A 499;Comércio;44;1313,7;SIM
FEMININO;37;SEM INFO;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Serviços;44;1550,0;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 20 A 49;Comércio;44;1399,57;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Comércio;44;1588,87;SIM
MASCULINO;29;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;2568,66;SIM
MASCULINO;28;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1280,19;NAO
MASCULINO;29;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Serviços;44;1887,83;SIM
MASCULINO;32;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 100 A 249;Indústria;44;1123,51;NAO
FEMININO;48;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;1064,54;NAO
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Serviços;44;2547,45;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Serviços;36;1130,52;NAO
MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;1172,24;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Indústria;44;997,99;NAO
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2552,07;NAO
FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Indústria;44;1014,31;NAO
MASCULINO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;PB;NAO;1000 OU MAIS;Serviços;40;1908,95;SIM
MASCULINO;32;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1865,71;NAO
MASCULINO;23;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Serviços;44;1115,9;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;CE;SIM;1000 OU MAIS;Serviços;36;1034,33;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Comércio;44;2042,69;SIM
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;870,25;NAO
MASCULINO;37;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Indústria;44;1615,88;SIM
FEMININO;54;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Indústria;40;41582,41;SIM
MASCULINO;24;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1069,4;NAO
MASCULINO;60;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;818,46;NAO
MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Comércio;44;1749,25;SIM
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Agricultura;44;1618,84;SIM
MASCULINO;32;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;30;3663,44;SIM
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1169,41;NAO
FEMININO;24;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;8;1130,12;NAO
MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;40;1849,55;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1659,71;SIM
